12.1056 	INFO 	Loaded monitor calibration from ['2024_08_23 11:36']
12.1200 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1200]. Using actual size
13.2916 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A01868A680>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A01868A620>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A018737490>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.2917 	EXP 	window1: backgroundImage = ''
13.2918 	EXP 	window1: backgroundFit = 'none'
13.3735 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.3736 	EXP 	window1: recordFrameIntervals = False
13.7605 	EXP 	window1: recordFrameIntervals = True
13.9435 	EXP 	Screen (0) actual frame rate measured at 59.96Hz
13.9436 	EXP 	window1: recordFrameIntervals = False
18.7280 	INFO 	keyboard.Keyboard is using iohub backend.
18.7281 	INFO 	keyboard.Keyboard is using iohub backend.
18.7282 	INFO 	keyboard.Keyboard is using iohub backend.
18.7283 	INFO 	keyboard.Keyboard is using iohub backend.
18.7283 	INFO 	keyboard.Keyboard is using iohub backend.
18.7284 	INFO 	keyboard.Keyboard is using iohub backend.
18.7284 	EXP 	Solo project: status = STARTED
19.0738 	EXP 	Created Welcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Welcome', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.0941 	EXP 	Created textInstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Times New Roman', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textInstructions', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.0952 	EXP 	Created textStudytrail = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textStudytrail', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
19.0965 	EXP 	Created textBlank = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textBlank', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
19.1027 	EXP 	Created textWaitScreen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='textWaitScreen', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Please notify researcher', units='height', win=Window(...), wrapWidth=1)
19.1133 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
19.1142 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0347 	INFO 	Keyboard events cleared
0.0343 	EXP 	Welcome: autoDraw = True
5.1367 	DATA 	Keypress: space
5.1416 	INFO 	Keyboard events cleared
5.1412 	EXP 	Welcome: autoDraw = False
5.1412 	EXP 	textInstructions: autoDraw = True
11.3143 	EXP 	Imported C:/Users/mssaa/Downloads/worditem - Sheet1.csv as conditions, 6 conditions, 2 params
11.3355 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'WordItem': 'content', 'WordColor': 'yellow', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
11.3399 	DATA 	Keypress: space
11.3441 	EXP 	textInstructions: autoDraw = False
11.3441 	EXP 	textStudytrail: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
11.3441 	EXP 	textStudytrail: height = 0.05
11.3441 	EXP 	textStudytrail: height = 0.05
11.3441 	EXP 	textStudytrail: height = 0.05
11.3441 	EXP 	textStudytrail: text = 'content'
11.3441 	EXP 	textStudytrail: autoDraw = True
13.3285 	EXP 	textStudytrail: autoDraw = False
13.3285 	EXP 	textBlank: autoDraw = True
13.8117 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'WordItem': 'anxiety', 'WordColor': 'blue', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
13.8265 	EXP 	textBlank: autoDraw = False
13.8265 	EXP 	textStudytrail: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
13.8265 	EXP 	textStudytrail: height = 0.05
13.8265 	EXP 	textStudytrail: height = 0.05
13.8265 	EXP 	textStudytrail: height = 0.05
13.8265 	EXP 	textStudytrail: text = 'anxiety'
13.8265 	EXP 	textStudytrail: autoDraw = True
15.8267 	EXP 	textStudytrail: autoDraw = False
15.8267 	EXP 	textBlank: autoDraw = True
16.3098 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'WordItem': 'vexed', 'WordColor': 'blue', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
16.3249 	EXP 	textBlank: autoDraw = False
16.3249 	EXP 	textStudytrail: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
16.3249 	EXP 	textStudytrail: height = 0.05
16.3249 	EXP 	textStudytrail: height = 0.05
16.3249 	EXP 	textStudytrail: height = 0.05
16.3249 	EXP 	textStudytrail: text = 'vexed'
16.3249 	EXP 	textStudytrail: autoDraw = True
18.3262 	EXP 	textStudytrail: autoDraw = False
18.3262 	EXP 	textBlank: autoDraw = True
18.8098 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'WordItem': 'excited ', 'WordColor': 'yellow', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
18.8246 	EXP 	textBlank: autoDraw = False
18.8246 	EXP 	textStudytrail: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
18.8246 	EXP 	textStudytrail: height = 0.05
18.8246 	EXP 	textStudytrail: height = 0.05
18.8246 	EXP 	textStudytrail: height = 0.05
18.8246 	EXP 	textStudytrail: text = 'excited '
18.8246 	EXP 	textStudytrail: autoDraw = True
20.8242 	EXP 	textStudytrail: autoDraw = False
20.8242 	EXP 	textStudytrail: autoDraw = False
20.8242 	EXP 	textBlank: autoDraw = True
21.3083 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'WordItem': 'depression', 'WordColor': 'blue', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
21.3236 	EXP 	textBlank: autoDraw = False
21.3236 	EXP 	textBlank: autoDraw = False
21.3236 	EXP 	textStudytrail: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
21.3236 	EXP 	textStudytrail: height = 0.05
21.3236 	EXP 	textStudytrail: height = 0.05
21.3236 	EXP 	textStudytrail: height = 0.05
21.3236 	EXP 	textStudytrail: text = 'depression'
21.3236 	EXP 	textStudytrail: autoDraw = True
23.3229 	EXP 	textStudytrail: autoDraw = False
23.3229 	EXP 	textStudytrail: autoDraw = False
23.3229 	EXP 	textBlank: autoDraw = True
23.8078 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'WordItem': 'joyous', 'WordColor': 'yellow', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
23.8222 	EXP 	textBlank: autoDraw = False
23.8222 	EXP 	textBlank: autoDraw = False
23.8222 	EXP 	textStudytrail: foreColor = <psychopy.colors.Color: yellow, alpha=1.0>
23.8222 	EXP 	textStudytrail: height = 0.05
23.8222 	EXP 	textStudytrail: height = 0.05
